-1.693817669813877, 0.0
-1.693817669813877, -2.0083396351243055
-1.6939402545301256, -2.066199621193711
-1.694034331172828, -2.1106037965493014
-1.6919560926113089, -2.1590361626969723
-1.6920501692540113, -2.2034403380525625
-1.6921442458967138, -2.2478445134081526
-1.6922383225394164, -2.292248688763743
-1.6923323991821189, -2.3366528641193334
-1.6931691111407003, -2.3884605861748764
-1.690348237263302, -2.4294894056225944
-1.6904423139060045, -2.473893580978185
-1.690536390548707, -2.518297756333775
-1.6906304671914096, -2.5627019316893653
-1.690724543834112, -2.6071061070449555
-1.6908186204768145, -2.6515102824005456
-1.67786597726109, -2.7140284876874037
-1.6679671596094559, -2.7474366918180237
-1.632191767229016, -2.7723816634291585
-1.610486789083683, -2.821241650680023
-1.5778574523643627, -2.8606092269329113
-1.5449784432327462, -2.7821314245819653
-1.5121989531942366, -2.7506266341774293
-1.4847665410957778, -2.841100374712319
-1.4790806058269843, -2.9023015070013414
-1.4537722071854093, -2.9659486320006287
-1.4443858051866771, -2.9961310797331286
-1.4122519798199384, -2.9262596920095834
-1.396890048038639, -2.8809546615299326
-1.3640834429347226, -2.836651560253279
-1.333589652483857, -2.8546360080320636
-1.323549108980879, -2.919183988155412
-1.3185830025691276, -2.977024018573335
-1.299107427045293, -3.0488010759865336
-1.292691257472613, -3.1084519392361125
-1.3015070228658618, -3.1520493361103448
-1.2620001781945929, -3.0333160605976985
-1.2531740786246834, -2.9848409323397083
-1.2316784210093636, -2.9266280163198006
-1.2267668719233613, -2.872970975533314
-1.188446497637994, -2.9711313997713313
-1.181308076022021, -3.032999620981336
-1.135384420346417, -2.9736144529772073
-1.135964844723818, -3.041702565673525
-1.1312379210491195, -3.0751887190223846
-1.1053174303117794, -2.8499283748204647
-1.104731826967684, -2.9166439188024436
-1.089523482432615, -2.9438320685434727
-1.0678452306062316, -3.005306878338539
-1.0704399743716795, -3.0536134017044128
-1.0723844286166284, -3.0890864048761664
-1.0768901296406082, -3.1570553538250605
-1.0769899078980198, -3.204150691323414
-1.018433447662593, -2.9623395098896776
-1.0198973591684788, -3.019852837784761
-1.0327468031579656, -2.9086245977138923
-1.0103879210756666, -3.0605863135905405
-0.9658017691839396, -3.106385103904012
-0.9853261172702663, -3.172002136785343
-0.9865063515150796, -3.2143922167448933
-0.9299808996385566, -3.126203916633343
-0.9243003096335534, -3.1899280134312056
-0.8963684555238873, -3.044665124676448
-0.888988962510989, -2.992747646537752
-0.8596942443103543, -3.0620137128329996
-0.8274683616227894, -3.120251430876892
-0.8283196839690632, -3.178955255923266
-0.8353831293516101, -3.2189463814939017
-0.838685932212307, -3.268139913205257
-0.7875951882064514, -3.000171148889187
-0.7888203226671, -3.0637541307229963
-0.7793373970826858, -3.1170015104926234
-0.773503545638007, -3.186813710025378
-0.7688105058450092, -3.226489617754231
-0.7537710716457013, -2.9902831235796814
-0.747392390189735, -3.067628377917927
-0.7173184088894418, -3.1367111780260926
-0.723053418770554, -3.19670764057869
-0.7274189211614155, -3.247520023609277
-0.7282349647666762, -3.289572282897304
-0.6844965625748265, -3.0739025663197035
-0.6949403856720471, -3.014945458004515
-0.661255449598932, -3.1442764062288715
-0.6538930359765245, -3.1984547782288795
-0.6539836139011097, -3.2412075586332287
-0.6540776905438124, -3.2856117339888193
-0.6559912301895263, -3.3310016407783465
-0.6532834383371942, -3.3682184556583756
